iter	Logloss
328	0.2384834984
329	0.2384459152
330	0.2382553221
331	0.2382065737
332	0.238121567
333	0.2378790521
334	0.2378065803
335	0.2377132151
336	0.2375940795
337	0.2374819656
338	0.237425625
339	0.2373958686
340	0.2371785285
341	0.2370751419
342	0.2369439454
343	0.2368589445
344	0.2368139361
345	0.2367212886
346	0.2366848394
347	0.2366443736
348	0.236613999
349	0.236505566
350	0.2363223159
351	0.236284902
352	0.2360433092
353	0.2359693107
354	0.2358576097
355	0.2357768115
356	0.2357082716
357	0.2355881807
358	0.2355303427
359	0.2354761773
360	0.235417713
361	0.2353004909
362	0.2352492535
363	0.2351776699
364	0.2349416662
365	0.2347101718
366	0.2345834162
367	0.234487271
368	0.2344410701
369	0.2343594312
370	0.2342875466
371	0.2341207082
372	0.2340658929
373	0.2339767442
374	0.2338255012
375	0.2337443545
376	0.2335609785
377	0.2335152434
378	0.2334365387
379	0.233410656
380	0.2333223257
381	0.233293967
382	0.2332868273
383	0.2332836379
384	0.2331432125
385	0.2330564996
386	0.2329377429
387	0.2328981263
388	0.2328314667
389	0.2327526757
390	0.2327120605
391	0.2325532282
392	0.2324917511
393	0.2324289271
394	0.2323150208
395	0.2322901102
396	0.2322488393
397	0.2322270947
398	0.2321305893
399	0.232048549
400	0.2320129504
401	0.2319034673
402	0.2317936506
403	0.2314882149
404	0.2314085857
405	0.2313303262
406	0.2312873776
407	0.2311774455
408	0.2310469868
409	0.2309094466
410	0.2308246521
411	0.2307444471
412	0.2306927121
413	0.2306704686
414	0.2306173409
415	0.2305180409
416	0.2304418703
417	0.2303553873
418	0.2302450626
419	0.2302173807
420	0.2301290561
421	0.2300812223
422	0.230049985
423	0.2300064543
424	0.2299538917
425	0.2298804988
426	0.2298410008
427	0.2296829448
428	0.2295582482
429	0.2294273009
430	0.2293291896
431	0.2291774655
432	0.229112649
433	0.2290419287
434	0.2289718366
435	0.2288884028
436	0.2288547658
437	0.2288279546
438	0.2286908937
439	0.2286550738
440	0.2286288865
441	0.2285970166
442	0.2284767718
443	0.2284310111
444	0.2283195921
445	0.2282812064
446	0.2282728799
447	0.2281950211
448	0.2281316306
449	0.2281053875
450	0.2280637661
451	0.227801196
452	0.2277143697
453	0.2276625885
454	0.2276566513
455	0.2275169576
456	0.2274265972
457	0.2273475402
458	0.2271569256
459	0.2270103679
460	0.2269358053
461	0.2267923889
462	0.2267087999
463	0.2265808551
464	0.2265184022
465	0.2264294905
466	0.226356381
467	0.2262252001
468	0.2261389545
469	0.2261192703
470	0.2260061037
471	0.2259459958
472	0.2258708392
473	0.2257841188
474	0.2256915203
475	0.2255382108
476	0.2254240761
477	0.2252762782
478	0.2251350644
479	0.2250348145
480	0.2248813798
481	0.2248104537
482	0.2247543049
483	0.2246617833
484	0.2244969267
485	0.2244797594
486	0.224358508
487	0.2242637598
488	0.2242007318
489	0.2240227747
490	0.2239618447
491	0.223883349
492	0.2238365079
493	0.2237369749
494	0.2236855151
495	0.2236639716
496	0.2236062478
497	0.2234760729
498	0.2234060078
499	0.2233693425
500	0.2233087555
501	0.2232916612
502	0.2232260016
503	0.2231851474
504	0.2230995721
505	0.2229663589
506	0.2229114218
507	0.2228687387
508	0.2228330947
509	0.2227729174
510	0.2226681251
511	0.2225852792
512	0.2225135884
513	0.2224658291
514	0.2223970318
515	0.2223439512
516	0.2223384995
517	0.2222293523
518	0.2221825066
519	0.2221255665
520	0.2220082506
521	0.2218660157
522	0.2217932571
523	0.2217487475
524	0.221669615
525	0.2215735709
526	0.2214892355
527	0.2214526688
528	0.2214040038
529	0.2212504834
530	0.221142415
531	0.2210715365
532	0.2209980583
533	0.2209572755
534	0.2208908837
535	0.2208616851
536	0.2206893458
537	0.2205314186
538	0.2204538283
539	0.2203058379
540	0.2202159137
541	0.2201435006
542	0.2201032988
543	0.2200792069
544	0.2200308387
545	0.2199252007
546	0.2198471523
547	0.2197371196
548	0.2196661082
549	0.2196116375
550	0.2194857239
551	0.2193866282
552	0.2193092096
553	0.2192557705
554	0.2192259934
555	0.2191398067
556	0.2190827849
557	0.2189830173
558	0.2189278472
559	0.2187996385
560	0.2186766844
561	0.2186144536
562	0.218541849
563	0.2184820687
564	0.2183486215
565	0.2182196208
566	0.2180937734
567	0.2179359637
568	0.21776267
569	0.2176830607
570	0.2176475613
571	0.2174942823
572	0.2173519511
573	0.2172996059
574	0.2172226225
575	0.2171278789
576	0.2171012002
577	0.2169912681
578	0.2169422497
579	0.2167843639
580	0.2166698919
581	0.2166283775
582	0.2165268209
583	0.2163605781
584	0.2162671676
585	0.2161845623
586	0.2160784503
587	0.2160258398
588	0.2158798879
589	0.2158574005
590	0.215800449
591	0.2157106168
592	0.2156836535
593	0.2155876719
594	0.2154737562
595	0.2154338182
596	0.2152177964
597	0.215157619
598	0.2151298979
599	0.2150635757
600	0.215029952
601	0.2149454952
602	0.2148802893
603	0.2147455718
604	0.214702853
605	0.2145277094
606	0.2144709091
607	0.2144134324
608	0.2143732157
609	0.2143732119
610	0.2143390822
611	0.2142780499
612	0.2141740102
613	0.2141300104
614	0.2140755242
615	0.2140334056
616	0.2139799244
617	0.213892877
618	0.2138134016
619	0.2137658314
620	0.2137227413
621	0.213601817
622	0.2134918197
623	0.2133794672
624	0.2132729266
625	0.2132307163
626	0.2132247379
627	0.2131317088
628	0.2130829335
629	0.2130725733
630	0.2130637337
631	0.2130073949
632	0.21289711
633	0.2127600933
634	0.2126206239
635	0.212565625
636	0.2124912732
637	0.2124561711
638	0.2124040196
639	0.2123933368
640	0.2123624855
641	0.2123072616
642	0.2121977729
643	0.2121292807
644	0.2121172644
645	0.2120859331
646	0.2119441444
647	0.2118188697
648	0.2117547238
649	0.211691377
650	0.2116335763
651	0.2115871656
652	0.2115709544
653	0.2115202563
654	0.21145115
655	0.2113194303
656	0.2112621628
657	0.2112601493
658	0.2112104747
659	0.2111015793
660	0.2110348739
661	0.2110093879
662	0.2109340283
663	0.2109264026
664	0.2109161711
665	0.2108017398
666	0.2107206646
667	0.2106666193
668	0.210623671
669	0.210586619
670	0.2105344844
671	0.2104632556
672	0.2104323144
673	0.2103799663
674	0.2102693957
675	0.210212577
676	0.2101719042
677	0.210157363
678	0.2101117176
679	0.2100624997
680	0.2099962169
681	0.2099436968
682	0.2098915002
683	0.2098315024
684	0.209822843
685	0.2097435765
686	0.2096930437
687	0.2096619294
688	0.2096060077
689	0.2095680702
690	0.2094612976
691	0.2094394697
692	0.209373369
693	0.2092843899
694	0.2092625472
695	0.2092591694
696	0.2091755632
697	0.2091117877
698	0.2090272441
699	0.2089943608
700	0.2089293834
701	0.2089264032
702	0.2088565835
703	0.2088112169
704	0.2087177051
705	0.2086702633
706	0.2085819546
707	0.2084608501
708	0.2083306747
709	0.2082692411
710	0.2082423824
711	0.2081472905
712	0.2081062518
713	0.2080606257
714	0.2080246355
715	0.2079800895
716	0.207955353
717	0.2078819147
718	0.2078762652
719	0.2078341611
720	0.2077816128
721	0.2077018794
722	0.2076841509
723	0.2076508168
724	0.2076272651
725	0.2076116256
726	0.2075548923
727	0.2074787096
728	0.2073820668
729	0.2073390319
730	0.2072320009
731	0.2071176867
732	0.2070318777
733	0.2069181174
734	0.2067670175
735	0.2066319949
736	0.2066076309
737	0.2065856757
738	0.2065791881
739	0.206507505
740	0.2064190275
741	0.2063725564
742	0.2062520944
743	0.2061424581
744	0.2061011648
745	0.2059811961
746	0.20593128
747	0.2058623894
748	0.205766531
749	0.2057208014
750	0.2056747227
751	0.2056080083
752	0.205541896
753	0.2054966252
754	0.2054800165
755	0.2054670372
756	0.2054321903
757	0.205387228
758	0.2053487974
759	0.2053358482
760	0.2053034753
761	0.2052598519
762	0.2051524866
763	0.2051057353
764	0.2049618908
765	0.204899378
766	0.2048471247
767	0.2048116265
768	0.2047855489
769	0.2047460649
770	0.2047296959
771	0.2046845228
772	0.2045882074
773	0.2044799418
774	0.2044576127
775	0.2043419841
776	0.2043161366
777	0.204251907
778	0.2042415526
779	0.204178653
780	0.2041014969
781	0.204056789
782	0.2040136519
783	0.2039617934
784	0.2039339896
785	0.203889957
786	0.2037908956
787	0.2036958067
788	0.2035795623
789	0.2035296142
790	0.2034691349
791	0.2033938516
792	0.2033820873
793	0.2032971551
794	0.2032026201
795	0.2031521477
796	0.203114772
797	0.2031002604
798	0.2030372672
799	0.2028981852
800	0.2028538125
801	0.202787164
802	0.2027162855
803	0.2026735293
804	0.2026446611
805	0.2025898027
806	0.2025746312
807	0.2025423055
808	0.2024442438
809	0.2024214793
810	0.2024094709
811	0.2023852514
812	0.2022971476
813	0.2022487939
814	0.2022068404
815	0.2020950065
816	0.2020242246
817	0.201980833
818	0.2018453283
819	0.2017555756
820	0.2017276262
821	0.2016281241
822	0.2015534805
823	0.2015384556
824	0.2015029263
825	0.2014655318
826	0.2014053372
827	0.2013614575
828	0.201324886
829	0.2012421673
830	0.2011691427
831	0.2010138092
832	0.2009208579
833	0.2008824854
834	0.200838455
835	0.2007964529
836	0.2007381575
837	0.2006770312
838	0.2006706833
839	0.2006184299
840	0.2005656495
841	0.200516969
842	0.2004337949
843	0.2004000215
844	0.2003876799
845	0.200348485
846	0.2002755546
847	0.2002364829
848	0.2001897003
849	0.2001536815
850	0.2001077538
851	0.2000665841
852	0.2000277582
853	0.1999485926
854	0.1997973062
855	0.19973422
856	0.199638785
857	0.1995968517
858	0.1994754858
859	0.1994091226
860	0.1993870793
861	0.1993778966
862	0.1992863351
863	0.199216976
864	0.1991777671
865	0.1990614769
866	0.1990380582
867	0.1989987234
868	0.1989186935
869	0.1988892367
870	0.1988159867
871	0.1988036416
872	0.1986980179
873	0.1986314
874	0.198561033
875	0.198491132
876	0.1984439412
877	0.1983764937
878	0.1983303268
879	0.19825681
880	0.1981649265
881	0.1981031601
882	0.1980671756
883	0.1980242424
884	0.1979554856
885	0.1979247499
886	0.1978588853
887	0.1978035345
888	0.1977425683
889	0.1977139044
890	0.197596517
891	0.1975565194
892	0.1975152765
893	0.1975097812
894	0.1974139761
895	0.1973733306
896	0.1973448045
897	0.1973261516
898	0.1972422153
899	0.1972027598
900	0.1971284648
901	0.1970319855
902	0.1970150668
903	0.1969508487
904	0.1968553993
905	0.1968455755
906	0.196776761
907	0.1966899835
908	0.1965519619
909	0.1965088958
910	0.1964170289
911	0.1963914707
912	0.1963190296
913	0.1962708798
914	0.1962422293
915	0.1961983825
916	0.1960700353
917	0.1960433066
918	0.1960010169
919	0.1959464301
920	0.1959357663
921	0.1958848002
922	0.1958156312
923	0.1957241148
924	0.1956679352
925	0.1956201508
926	0.1956020941
927	0.1955099745
928	0.195481965
929	0.195475247
930	0.1954322243
931	0.1953875559
932	0.1953010309
933	0.1952571762
934	0.1951695081
935	0.1951062673
936	0.1950471266
937	0.1950297324
938	0.194994578
939	0.1949706577
940	0.1949093989
941	0.1948704288
942	0.1948155256
943	0.1947589369
944	0.1946609511
945	0.1945552454
946	0.1944808752
947	0.1944176217
948	0.1943842441
949	0.1943766214
950	0.1943334335
951	0.1943145184
952	0.194244358
953	0.1942090872
954	0.1941867202
955	0.1941318258
956	0.1941111466
957	0.1940636597
958	0.1939829825
959	0.1939074494
960	0.1938043709
961	0.1937887426
962	0.1937317515
963	0.1936987695
964	0.1936118226
965	0.193565517
966	0.1935322078
967	0.1935049211
968	0.1934317633
969	0.1933607978
970	0.1933335047
971	0.1933067592
972	0.1932534993
973	0.1932281785
974	0.1932088267
975	0.1931871291
976	0.193141964
977	0.1930950073
978	0.1930469167
979	0.1930152621
980	0.1929120503
981	0.1928594018
982	0.1928096279
983	0.1927502793
984	0.1926637291
985	0.1925769555
986	0.1925404375
987	0.1925245814
988	0.1924335553
989	0.1923913577
990	0.1923469129
991	0.1922657793
992	0.192215991
993	0.1921859245
994	0.1921737301
995	0.1921196844
996	0.1920775243
997	0.1919730093
998	0.1918872696
999	0.1918828785
